"feature_id"	"canonical_gene_id"	"annotation_gene_id"	"common_name"	"synonyms"	"description"	"display_label"	"search_tokens"
"05469365-9109-4067-9320-3e2a89459240"	"05469365-9109-4067-9320-3e2a89459240"					"05469365-9109-4067-9320-3e2a89459240"	"05469365-9109-4067-9320-3e2a89459240"
"06b706c5-0c87-4699-b519-2411dda9000d"	"06b706c5-0c87-4699-b519-2411dda9000d"					"06b706c5-0c87-4699-b519-2411dda9000d"	"06b706c5-0c87-4699-b519-2411dda9000d"
"0b3aabc5-10e1-47ae-bf81-c1e8eaa77209"	"0b3aabc5-10e1-47ae-bf81-c1e8eaa77209"					"0b3aabc5-10e1-47ae-bf81-c1e8eaa77209"	"0b3aabc5-10e1-47ae-bf81-c1e8eaa77209"
"1.8-mRNA-MtrunA17Chr2-13608494-13610171"	"1.8-mRNA-MtrunA17Chr2-13608494-13610171"					"1.8-mRNA-MtrunA17Chr2-13608494-13610171"	"1.8-mRNA-MtrunA17Chr2-13608494-13610171"
"1.8-mRNA-MtrunA17Chr3-31913516-31914185"	"1.8-mRNA-MtrunA17Chr3-31913516-31914185"					"1.8-mRNA-MtrunA17Chr3-31913516-31914185"	"1.8-mRNA-MtrunA17Chr3-31913516-31914185"
"1.8-mRNA-MtrunA17Chr4-12742553-12744083"	"1.8-mRNA-MtrunA17Chr4-12742553-12744083"					"1.8-mRNA-MtrunA17Chr4-12742553-12744083"	"1.8-mRNA-MtrunA17Chr4-12742553-12744083"
"1.8-mRNA-MtrunA17Chr4-7093295-7099702"	"1.8-mRNA-MtrunA17Chr4-7093295-7099702"					"1.8-mRNA-MtrunA17Chr4-7093295-7099702"	"1.8-mRNA-MtrunA17Chr4-7093295-7099702"
"1.8-mRNA-MtrunA17Chr4-9731793-9733122"	"1.8-mRNA-MtrunA17Chr4-9731793-9733122"					"1.8-mRNA-MtrunA17Chr4-9731793-9733122"	"1.8-mRNA-MtrunA17Chr4-9731793-9733122"
"1.8-mRNA-MtrunA17Chr8-7231655-7232646"	"1.8-mRNA-MtrunA17Chr8-7231655-7232646"					"1.8-mRNA-MtrunA17Chr8-7231655-7232646"	"1.8-mRNA-MtrunA17Chr8-7231655-7232646"
"12fbbc1d-9d25-405c-bc05-671249003775"	"12fbbc1d-9d25-405c-bc05-671249003775"					"12fbbc1d-9d25-405c-bc05-671249003775"	"12fbbc1d-9d25-405c-bc05-671249003775"
